8.62084,1.98757
8.61112,2.02494
8.60901,2.06413
8.61352,2.10499
8.60231,2.14207
8.60645,2.18303
8.61621,2.22556
8.61512,2.26543
8.60902,2.30403
8.61625,2.3463
8.61557,2.38654
8.62721,2.43035
8.61749,2.46824
8.61528,2.50834
8.62247,2.55129
8.61413,2.58976
8.61327,2.63053
8.61794,2.67312
8.62241,2.71581
8.61524,2.75493
8.56319,2.77952
8.53579,2.81186
8.5462,2.85668
8.5507,2.89972
8.54364,2.93896
8.52884,2.97555
8.54123,3.02174
8.54962,3.06675
8.52958,3.10163
8.53004,3.144
8.55183,3.19449
8.53875,3.23213
8.55444,3.28081
8.53539,3.3163
8.52456,3.35497
8.54514,3.40621
8.54039,3.44758
8.54193,3.49162
8.5451,3.5365
8.54157,3.57878
8.52864,3.61718
8.53115,3.66225
8.52426,3.70343
8.52542,3.74823
8.54735,3.80247
8.52977,3.83931
8.52477,3.88188
8.53227,3.93034
8.5368,3.97767
8.53474,4.02212
8.52704,4.06406
8.52454,4.10861
8.54338,4.16372
8.52424,4.20052
8.52284,4.24615
8.53638,4.29949
8.51665,4.33624
8.53766,4.39395
8.53615,4.44039
8.5459,4.49295
8.53681,4.53583
8.53897,4.58486
8.51712,4.62112
8.51792,4.66977
8.54033,4.73064
8.54142,4.78007
8.53702,4.82664
8.52196,4.86732
8.53875,4.92644
8.54051,4.97725
8.53508,5.0241
8.53027,5.07152
8.52349,5.11796
8.54212,5.17999
8.5237,5.21982
8.53572,5.27853
8.53381,5.32896
8.52486,5.37521
8.51651,5.42202
8.53483,5.48617
8.5301,5.53588
8.54518,5.5988
8.55236,5.657
8.53591,5.69981
8.54745,5.7616
8.54207,5.81234
8.53476,5.86201
8.53376,5.91629
8.5349,5.97239
8.54225,6.03322
8.53946,6.08727
8.54528,6.14783
8.54913,6.20739
8.54293,6.26
8.53323,6.31029
8.54568,6.37737
8.55133,6.43986
8.54703,6.49527
8.53845,6.54771
8.53906,6.60755
8.52355,6.6552
8.51564,6.70904
8.53168,6.78223
8.54959,6.85755
8.54447,6.91492
8.54829,6.97997
8.54246,7.03755
8.54089,7.09904
8.54048,7.16195
8.55496,7.2379
8.54079,7.29009
8.54906,7.36187
8.54177,7.42074
8.54315,7.4876
8.53662,7.54799
8.54689,7.62377
8.54327,7.68775
8.54297,7.7552
8.56584,7.84441
8.54915,7.89799
8.56143,7.97885
8.51561,8.00586
8.58943,8.14616
8.61306,8.24025
8.61588,8.31525
8.60602,8.37857
8.60648,8.45248
8.61357,8.53359
8.61798,8.6128
8.61553,8.68582
8.61261,8.75898
8.6113,8.83443
8.60811,8.90859
8.60582,8.98434
8.61542,9.07329
8.61071,9.14793
8.61437,9.23221
8.61543,9.31449
8.61796,9.39917
8.61789,9.48182
8.61124,9.55797
7.25529,8.26805
7.37403,8.4777
7.15414,8.29773
7.12891,8.34179
7.14221,8.43157
7.06742,8.41747
7.069,8.49434
7.02678,8.51893
6.96992,8.52551
6.82815,8.42687
6.77065,8.43085
6.70889,8.42902
6.65409,8.43544
6.60182,8.4447
6.54593,8.44892
6.47185,8.42901
6.46771,8.50015
6.40949,8.50034
6.34899,8.49698
6.25057,8.44183
6.19178,8.43919
6.13079,8.43296
6.08225,8.4434
6.01688,8.42998
5.96792,8.43901
5.91555,8.44285
5.86326,8.4464
5.80708,8.44389
5.75047,8.44023
5.69961,8.44451
5.64492,8.4427
5.5887,8.43807
5.53044,8.42977
5.48162,8.43537
5.43123,8.43819
5.38576,8.44831
5.33389,8.44806
5.28108,8.44581
5.22891,8.44412
5.17529,8.43957
5.13322,8.45353
5.08753,8.46128
5.03061,8.44988
4.96576,8.42437
4.93299,8.45287
4.87955,8.44574
4.82578,8.43743
4.84557,8.55848
4.78618,8.54029
4.74548,8.55497
4.69608,8.55368
4.64391,8.54685
4.59663,8.54854
4.54284,8.53761
4.50461,8.55558
4.45893,8.55919
4.35373,8.44701
4.30457,8.44188
4.25373,8.4329
4.22449,8.46659
4.22955,8.57013
4.18378,8.57143
4.13417,8.56439
4.08771,8.56339
4.01019,8.49614
3.99676,8.56431
3.93589,8.53081
3.89573,8.54154
3.86089,8.56392
3.81534,8.56242
3.76908,8.55885
3.7297,8.57063
3.67884,8.55559
3.63717,8.56143
3.59243,8.5597
3.5539,8.57253
3.50168,8.55186
3.45984,8.55593
3.4247,8.57652
3.37477,8.55975
3.33413,8.56601
3.28739,8.5562
3.24507,8.55737
3.20034,8.55178
3.16022,8.55816
3.11498,8.55026
3.07662,8.56095
3.03122,8.55167
2.98596,8.54216
2.94834,8.55416
2.90165,8.53948
2.86532,8.55491
2.82389,8.55498
2.78622,8.56627
2.74272,8.5593
2.69812,8.5483
2.65991,8.55713
2.61845,8.55526
2.5785,8.55799
2.53544,8.54999
2.49727,8.55809
2.45273,8.54391
2.41869,8.56608
2.37808,8.56499
2.33463,8.5531
2.2947,8.55354
2.25481,8.5538
2.21295,8.54614
2.1749,8.5528
2.13587,8.55542
2.09756,8.56077
2.05855,8.56304
2.01521,8.54663
1.97699,8.55145
1.939,8.55706
1.89861,8.55178
1.86107,8.559
1.82058,8.55237
1.78202,8.55436
1.74168,8.54735
1.70496,8.55781
1.66474,8.55045
1.62779,8.5596
1.58677,8.54695
1.5336,8.46622
1.49508,8.46397
1.45797,8.46943
1.41901,8.46387
1.38465,8.48577
1.35043,8.50951
1.31649,8.53608
1.27553,8.51702
1.24152,8.54427
1.20394,8.54763
1.16623,8.54983
1.12787,8.5469
1.09044,8.55075
1.05287,8.55344
1.01366,8.54207
0.975241,8.53647
0.937985,8.54065
0.902073,8.55759
0.863419,8.54851
0.824861,8.53925
0.788421,8.55173
0.750312,8.54613
0.712933,8.54832
0.675076,8.54437
0.637714,8.54624
0.600558,8.55094
0.562388,8.5405
0.524627,8.53489
0.487553,8.54009
0.449759,8.53215
